Year,Link,Title,Authors,Attachment
2023,https://indico.jlab.org/event/459/contributions/11363/,Towards a container-based architecture for CMS data acquisition,"Simelevicius Dainius, Orsini Luciano, Amoiridis Vassileios, Behrens Ulf, Bocci Andrea, Branson  James, Brummer Philipp, Cano Eric, Cittolin Sergio, Da Silva Almeida Da Quintanilha Joao, Darlea Georgiana-Lavinia, Deldicque  Christian, Dobson Marc, Gigi Dominique, Glege Frank, Gomez-Ceballos Guillelmo, Gutic Neven, Hegeman Jeroen, Izquierdo Moreno Guillermo, Kartalas Miltiadis, Krawczyk Rafal, Li Wei, Long Kenneth, Meijers Frans, Meschi Emilio, Morovic Srecko, Paus Christoph, Petrucci Andrea, Pieri Marco, Rabady Dinyar Sebastian, Racz Attila, Sakulin Hannes, Schwick Christoph, Vazquez Velez Cristina, Zejdl Petr, Zogatova Dominika, ",https://indico.jlab.org/event/459/contributions/11363/attachments/9630/14203/SimeleviciusCHEP2023.pdf
2023,https://indico.jlab.org/event/459/contributions/11740/,Symbolic Regression on FPGAs for Fast Machine Learning Inference,"Loncar Vladimir, Tsoi Ho Fung, Pol Adrian Alan, Cranmer Miles, Dasu Sridhara, Elmer Peter, Govorkova Ekaterina, Harris Philip, Ojalvo Isobel, Pierini Maurizio, ",https://indico.jlab.org/event/459/contributions/11740/attachments/9705/14164/hls4sr_chep.pdf
2023,https://indico.jlab.org/event/459/contributions/11819/,High-Throughput Machine Learning Inference with NVIDIA TensorRT,"Sclocco Alessio, Ali Suvayu, van den Oord Gijs, Cámpora Pérez Daniel, de Vries Jacco, Aaij Roel, van Veghel Maarten, ",https://indico.jlab.org/event/459/contributions/11819/attachments/9684/14125/chep2023_lhcb_gpu_tensorrt_inference_mvanveghel_v3.pdf
2023,https://indico.jlab.org/event/459/contributions/11755/,Machine Learning for Real-Time Processing of ATLAS Liquid Argon Calorimeter Signals with FPGAs,"ATLAS LAr Speaker Committee ATLAS LAr Speaker Committee, Voigt Johann, ",https://indico.jlab.org/event/459/contributions/11755/attachments/9588/13918/2023_05_11_ML_ATLAS_LAr_Johann_Voigt.pdf
2023,https://indico.jlab.org/event/459/contributions/11738/,Applications of Lipschitz neural networks to the Run 3 LHCb trigger system,"Delaney Blaise, ",https://indico.jlab.org/event/459/contributions/11738/attachments/9635/14031/Delaney_LipMonLHCb_CHEP23.pdf
2023,https://indico.jlab.org/event/459/contributions/11832/,First Measurements With A Quantum Vision Transformer: A Naive Approach,"Pasquali Dominic, Grossi Michele, Vallecorsa Sofia, ",
2023,https://indico.jlab.org/event/459/contributions/11504/,The Rubin Observatory’s Legacy Survey of Space and Time DP0.2 processing campaign at CC-IN2P3,"Le Boulc'h Quentin, Hernandez Fabio, Mainetti Gabriele, ",https://indico.jlab.org/event/459/contributions/11504/attachments/9541/13843/Rubin_processing_CC-IN2P3_CHEP%20v3.pdf
2023,https://indico.jlab.org/event/459/contributions/11751/,The Deployment of Realtime ML in Changing Environments,"Barbone Marco, Brown Christopher, Radburn-Smith Benjamin, Summer Sioni, Tapper Alexander, ",https://indico.jlab.org/event/459/contributions/11751/attachments/9710/14172/CBrown_ContinualLearning_CHEP_1105.pdf
2023,https://indico.jlab.org/event/459/contributions/11736/,Fast and Accurate Calorimeter Simulation with Diffusion Models,"Amram Oz, Pedro Kevin, ",https://indico.jlab.org/event/459/contributions/11736/attachments/9599/14176/CHEP23_CaloDiffusion.pdf
2023,https://indico.jlab.org/event/459/contributions/11756/,Improved Clustering in the Belle II Electromagnetic Calorimeter with Graph Neural Networks,"Haide Isabel, Wemmer Florian, Eppelt Jonas, Ferber Torben, ",https://indico.jlab.org/event/459/contributions/11756/attachments/9700/14154/IsabelHaide_CHEP_Talk_110523.pdf
2023,https://indico.jlab.org/event/459/contributions/11837/,Improving Noisy Hybrid Quantum Graph Neural Networks for Particle Decay Tree Reconstruction,"Strobl Melvin, Kuehn Eileen, Fischer Max, Streit Achim, ",https://indico.jlab.org/event/459/contributions/11837/attachments/9417/13658/chep23-ms.pdf
2023,https://indico.jlab.org/event/459/contributions/11638/,"Management of Batch worker node lifecycle and maintenance at CERN with BrainSlug (our in-house state-manager daemon), Rundeck and StackStorm","Singh Ankur, Jones Ben, Khandelwal Priyanshu, Alvarez Luis, ",https://indico.jlab.org/event/459/contributions/11638/attachments/9708/14174/chep23_stackstorm.pptx
2023,https://indico.jlab.org/event/459/contributions/11460/,Potentiality of automatic parameter tuning suite available in ACTS track reconstruction software framework,"Garg Rocky Bala, Salzburger Andreas, Allaire Corentin, Tompkins Lauren, Grasland Hadrien, Hofgard Elyssa Frances, Garg rocky, ",https://indico.jlab.org/event/459/contributions/11460/attachments/9713/14178/CHEP2023_ACTS_opti_RBG.pdf
